SEQ	Code	Version	Class_Kind	Usage_Kind	Super_Class	Label	REF	Children_count	Descendant_count	PATH
266	A49.9	2019	category		A49	Bacterial infection, unspecified		0	0	ICD10 2019~I~A30-A49~A49
267	A50-A64	2019	block		I	Infections with a predominantly sexual mode of transmission		13	0	ICD10 2019~I
268	A50	2019	category		A50-A64	Congenital syphilis		9	0	ICD10 2019~I~A50-A64
269	A50.0	2019	category		A50	Early congenital syphilis, symptomatic		0	0	ICD10 2019~I~A50-A64~A50
270	A50.1	2019	category		A50	Early congenital syphilis, latent		0	0	ICD10 2019~I~A50-A64~A50
271	A50.2	2019	category		A50	Early congenital syphilis, unspecified		0	0	ICD10 2019~I~A50-A64~A50
272	A50.3	2019	category		A50	Late congenital syphilitic oculopathy		0	0	ICD10 2019~I~A50-A64~A50
273	A50.4	2019	category		A50	Late congenital neurosyphilis [juvenile neurosyphilis]		0	0	ICD10 2019~I~A50-A64~A50
274	A50.5	2019	category		A50	Other late congenital syphilis, symptomatic		0	0	ICD10 2019~I~A50-A64~A50
275	A50.6	2019	category		A50	Late congenital syphilis, latent		0	0	ICD10 2019~I~A50-A64~A50
276	A50.7	2019	category		A50	Late congenital syphilis, unspecified		0	0	ICD10 2019~I~A50-A64~A50
277	A50.9	2019	category		A50	Congenital syphilis, unspecified		0	0	ICD10 2019~I~A50-A64~A50
278	A51	2019	category		A50-A64	Early syphilis		7	0	ICD10 2019~I~A50-A64
279	A51.0	2019	category		A51	Primary genital syphilis		0	0	ICD10 2019~I~A50-A64~A51
280	A51.1	2019	category		A51	Primary anal syphilis		0	0	ICD10 2019~I~A50-A64~A51
281	A51.2	2019	category		A51	Primary syphilis of other sites		0	0	ICD10 2019~I~A50-A64~A51
282	A51.3	2019	category		A51	Secondary syphilis of skin and mucous membranes		0	0	ICD10 2019~I~A50-A64~A51
283	A51.4	2019	category		A51	Other secondary syphilis		0	0	ICD10 2019~I~A50-A64~A51
284	A51.5	2019	category		A51	Early syphilis, latent		0	0	ICD10 2019~I~A50-A64~A51
285	A51.9	2019	category		A51	Early syphilis, unspecified		0	0	ICD10 2019~I~A50-A64~A51
286	A52	2019	category		A50-A64	Late syphilis		7	0	ICD10 2019~I~A50-A64
287	A52.0	2019	category	dagger	A52	Cardiovascular syphilis		0	0	ICD10 2019~I~A50-A64~A52
288	A52.1	2019	category		A52	Symptomatic neurosyphilis		0	0	ICD10 2019~I~A50-A64~A52
289	A52.2	2019	category		A52	Asymptomatic neurosyphilis		0	0	ICD10 2019~I~A50-A64~A52
290	A52.3	2019	category		A52	Neurosyphilis, unspecified		0	0	ICD10 2019~I~A50-A64~A52
291	A52.7	2019	category		A52	Other symptomatic late syphilis		0	0	ICD10 2019~I~A50-A64~A52
292	A52.8	2019	category		A52	Late syphilis, latent		0	0	ICD10 2019~I~A50-A64~A52
293	A52.9	2019	category		A52	Late syphilis, unspecified		0	0	ICD10 2019~I~A50-A64~A52
294	A53	2019	category		A50-A64	Other and unspecified syphilis		2	0	ICD10 2019~I~A50-A64
295	A53.0	2019	category		A53	Latent syphilis, unspecified as early or late		0	0	ICD10 2019~I~A50-A64~A53
296	A53.9	2019	category		A53	Syphilis, unspecified		0	0	ICD10 2019~I~A50-A64~A53
297	A54	2019	category		A50-A64	Gonococcal infection		9	0	ICD10 2019~I~A50-A64
298	A54.0	2019	category		A54	Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess		0	0	ICD10 2019~I~A50-A64~A54
299	A54.1	2019	category		A54	Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess		0	0	ICD10 2019~I~A50-A64~A54
300	A54.2	2019	category		A54	Gonococcal pelviperitonitis and other gonococcal genitourinary infections		0	0	ICD10 2019~I~A50-A64~A54
301	A54.3	2019	category		A54	Gonococcal infection of eye		0	0	ICD10 2019~I~A50-A64~A54
302	A54.4	2019	category	dagger	A54	Gonococcal infection of musculoskeletal system		0	0	ICD10 2019~I~A50-A64~A54
303	A54.5	2019	category		A54	Gonococcal pharyngitis		0	0	ICD10 2019~I~A50-A64~A54
304	A54.6	2019	category		A54	Gonococcal infection of anus and rectum		0	0	ICD10 2019~I~A50-A64~A54
305	A54.8	2019	category		A54	Other gonococcal infections		0	0	ICD10 2019~I~A50-A64~A54
306	A54.9	2019	category		A54	Gonococcal infection, unspecified		0	0	ICD10 2019~I~A50-A64~A54
307	A55	2019	category		A50-A64	Chlamydial lymphogranuloma (venereum)		0	0	ICD10 2019~I~A50-A64
308	A56	2019	category		A50-A64	Other sexually transmitted chlamydial diseases		6	0	ICD10 2019~I~A50-A64
309	A56.0	2019	category		A56	Chlamydial infection of lower genitourinary tract		0	0	ICD10 2019~I~A50-A64~A56
310	A56.1	2019	category		A56	Chlamydial infection of pelviperitoneum and other genitourinary organs		0	0	ICD10 2019~I~A50-A64~A56
311	A56.2	2019	category		A56	Chlamydial infection of genitourinary tract, unspecified		0	0	ICD10 2019~I~A50-A64~A56
312	A56.3	2019	category		A56	Chlamydial infection of anus and rectum		0	0	ICD10 2019~I~A50-A64~A56
313	A56.4	2019	category		A56	Chlamydial infection of pharynx		0	0	ICD10 2019~I~A50-A64~A56
314	A56.8	2019	category		A56	Sexually transmitted chlamydial infection of other sites		0	0	ICD10 2019~I~A50-A64~A56
315	A57	2019	category		A50-A64	Chancroid		0	0	ICD10 2019~I~A50-A64
316	A58	2019	category		A50-A64	Granuloma inguinale		0	0	ICD10 2019~I~A50-A64
317	A59	2019	category		A50-A64	Trichomoniasis		3	0	ICD10 2019~I~A50-A64
318	A59.0	2019	category		A59	Urogenital trichomoniasis		0	0	ICD10 2019~I~A50-A64~A59
319	A59.8	2019	category		A59	Trichomoniasis of other sites		0	0	ICD10 2019~I~A50-A64~A59
320	A59.9	2019	category		A59	Trichomoniasis, unspecified		0	0	ICD10 2019~I~A50-A64~A59
321	A60	2019	category		A50-A64	Anogenital herpesviral [herpes simplex] infection		3	0	ICD10 2019~I~A50-A64
322	A60.0	2019	category		A60	Herpesviral infection of genitalia and urogenital tract		0	0	ICD10 2019~I~A50-A64~A60
323	A60.1	2019	category		A60	Herpesviral infection of perianal skin and rectum		0	0	ICD10 2019~I~A50-A64~A60
324	A60.9	2019	category		A60	Anogenital herpesviral infection, unspecified		0	0	ICD10 2019~I~A50-A64~A60
325	A63	2019	category		A50-A64	Other predominantly sexually transmitted diseases, not elsewhere classified		2	0	ICD10 2019~I~A50-A64
326	A63.0	2019	category		A63	Anogenital (venereal) warts		0	0	ICD10 2019~I~A50-A64~A63
327	A63.8	2019	category		A63	Other specified predominantly sexually transmitted diseases		0	0	ICD10 2019~I~A50-A64~A63
328	A64	2019	category		A50-A64	Unspecified sexually transmitted disease		0	0	ICD10 2019~I~A50-A64
329	A65-A69	2019	block		I	Other spirochaetal diseases		5	0	ICD10 2019~I
330	A65	2019	category		A65-A69	Nonvenereal syphilis		0	0	ICD10 2019~I~A65-A69
331	A66	2019	category		A65-A69	Yaws		10	0	ICD10 2019~I~A65-A69
332	A66.0	2019	category		A66	Initial lesions of yaws		0	0	ICD10 2019~I~A65-A69~A66
333	A66.1	2019	category		A66	Multiple papillomata and wet crab yaws		0	0	ICD10 2019~I~A65-A69~A66
334	A66.2	2019	category		A66	Other early skin lesions of yaws		0	0	ICD10 2019~I~A65-A69~A66
335	A66.3	2019	category		A66	Hyperkeratosis of yaws		0	0	ICD10 2019~I~A65-A69~A66
336	A66.4	2019	category		A66	Gummata and ulcers of yaws		0	0	ICD10 2019~I~A65-A69~A66
337	A66.5	2019	category		A66	Gangosa		0	0	ICD10 2019~I~A65-A69~A66
338	A66.6	2019	category		A66	Bone and joint lesions of yaws		0	0	ICD10 2019~I~A65-A69~A66
339	A66.7	2019	category		A66	Other manifestations of yaws		0	0	ICD10 2019~I~A65-A69~A66
340	A66.8	2019	category		A66	Latent yaws		0	0	ICD10 2019~I~A65-A69~A66
341	A66.9	2019	category		A66	Yaws, unspecified		0	0	ICD10 2019~I~A65-A69~A66
342	A67	2019	category		A65-A69	Pinta [carate]		5	0	ICD10 2019~I~A65-A69
343	A67.0	2019	category		A67	Primary lesions of pinta		0	0	ICD10 2019~I~A65-A69~A67
344	A67.1	2019	category		A67	Intermediate lesions of pinta		0	0	ICD10 2019~I~A65-A69~A67
345	A67.2	2019	category		A67	Late lesions of pinta		0	0	ICD10 2019~I~A65-A69~A67
346	A67.3	2019	category		A67	Mixed lesions of pinta		0	0	ICD10 2019~I~A65-A69~A67
347	A67.9	2019	category		A67	Pinta, unspecified		0	0	ICD10 2019~I~A65-A69~A67
348	A68	2019	category		A65-A69	Relapsing fevers		3	0	ICD10 2019~I~A65-A69
349	A68.0	2019	category		A68	Louse-borne relapsing fever		0	0	ICD10 2019~I~A65-A69~A68
350	A68.1	2019	category		A68	Tick-borne relapsing fever		0	0	ICD10 2019~I~A65-A69~A68
351	A68.9	2019	category		A68	Relapsing fever, unspecified		0	0	ICD10 2019~I~A65-A69~A68
352	A69	2019	category		A65-A69	Other spirochaetal infections		5	0	ICD10 2019~I~A65-A69
353	A69.0	2019	category		A69	Necrotizing ulcerative stomatitis		0	0	ICD10 2019~I~A65-A69~A69
354	A69.1	2019	category		A69	Other Vincent infections		0	0	ICD10 2019~I~A65-A69~A69
355	A69.2	2019	category		A69	Lyme disease		0	0	ICD10 2019~I~A65-A69~A69
356	A69.8	2019	category		A69	Other specified spirochaetal infections		0	0	ICD10 2019~I~A65-A69~A69
357	A69.9	2019	category		A69	Spirochaetal infection, unspecified		0	0	ICD10 2019~I~A65-A69~A69
358	A70-A74	2019	block		I	Other diseases caused by chlamydiae		3	0	ICD10 2019~I
359	A70	2019	category		A70-A74	Chlamydia psittaci infection		0	0	ICD10 2019~I~A70-A74
360	A71	2019	category		A70-A74	Trachoma		3	0	ICD10 2019~I~A70-A74
361	A71.0	2019	category		A71	Initial stage of trachoma		0	0	ICD10 2019~I~A70-A74~A71
362	A71.1	2019	category		A71	Active stage of trachoma		0	0	ICD10 2019~I~A70-A74~A71
363	A71.9	2019	category		A71	Trachoma, unspecified		0	0	ICD10 2019~I~A70-A74~A71
364	A74	2019	category		A70-A74	Other diseases caused by chlamydiae		3	0	ICD10 2019~I~A70-A74
365	A74.0	2019	category	dagger	A74	Chlamydial conjunctivitis	H13.1*	0	0	ICD10 2019~I~A70-A74~A74
366	A74.8	2019	category		A74	Other chlamydial diseases		0	0	ICD10 2019~I~A70-A74~A74
367	A74.9	2019	category		A74	Chlamydial infection, unspecified		0	0	ICD10 2019~I~A70-A74~A74
368	A75-A79	2019	block		I	Rickettsioses		4	0	ICD10 2019~I
369	A75	2019	category		A75-A79	Typhus fever		5	0	ICD10 2019~I~A75-A79
370	A75.0	2019	category		A75	Epidemic louse-borne typhus fever due to Rickettsia prowazekii		0	0	ICD10 2019~I~A75-A79~A75
371	A75.1	2019	category		A75	Recrudescent typhus [Brill disease]		0	0	ICD10 2019~I~A75-A79~A75
372	A75.2	2019	category		A75	Typhus fever due to Rickettsia typhi		0	0	ICD10 2019~I~A75-A79~A75
373	A75.3	2019	category		A75	Typhus fever due to Rickettsia tsutsugamushi		0	0	ICD10 2019~I~A75-A79~A75
374	A75.9	2019	category		A75	Typhus fever, unspecified		0	0	ICD10 2019~I~A75-A79~A75
375	A77	2019	category		A75-A79	Spotted fever [tick-borne rickettsioses]		6	0	ICD10 2019~I~A75-A79
376	A77.0	2019	category		A77	Spotted fever due to Rickettsia rickettsii		0	0	ICD10 2019~I~A75-A79~A77
377	A77.1	2019	category		A77	Spotted fever due to Rickettsia conorii		0	0	ICD10 2019~I~A75-A79~A77
378	A77.2	2019	category		A77	Spotted fever due to Rickettsia sibirica		0	0	ICD10 2019~I~A75-A79~A77
379	A77.3	2019	category		A77	Spotted fever due to Rickettsia australis		0	0	ICD10 2019~I~A75-A79~A77
380	A77.8	2019	category		A77	Other spotted fevers		0	0	ICD10 2019~I~A75-A79~A77
381	A77.9	2019	category		A77	Spotted fever, unspecified		0	0	ICD10 2019~I~A75-A79~A77
382	A78	2019	category		A75-A79	Q fever		0	0	ICD10 2019~I~A75-A79
383	A79	2019	category		A75-A79	Other rickettsioses		4	0	ICD10 2019~I~A75-A79
384	A79.0	2019	category		A79	Trench fever		0	0	ICD10 2019~I~A75-A79~A79
385	A79.1	2019	category		A79	Rickettsialpox due to Rickettsia akari		0	0	ICD10 2019~I~A75-A79~A79
386	A79.8	2019	category		A79	Other specified rickettsioses		0	0	ICD10 2019~I~A75-A79~A79
387	A79.9	2019	category		A79	Rickettsiosis, unspecified		0	0	ICD10 2019~I~A75-A79~A79
388	A80-A89	2019	block		I	Viral infections of the central nervous system		10	0	ICD10 2019~I
389	A80	2019	category		A80-A89	Acute poliomyelitis		6	0	ICD10 2019~I~A80-A89
390	A80.0	2019	category		A80	Acute paralytic poliomyelitis, vaccine-associated		0	0	ICD10 2019~I~A80-A89~A80
391	A80.1	2019	category		A80	Acute paralytic poliomyelitis, wild virus, imported		0	0	ICD10 2019~I~A80-A89~A80
392	A80.2	2019	category		A80	Acute paralytic poliomyelitis, wild virus, indigenous		0	0	ICD10 2019~I~A80-A89~A80
393	A80.3	2019	category		A80	Acute paralytic poliomyelitis, other and unspecified		0	0	ICD10 2019~I~A80-A89~A80
394	A80.4	2019	category		A80	Acute nonparalytic poliomyelitis		0	0	ICD10 2019~I~A80-A89~A80
395	A80.9	2019	category		A80	Acute poliomyelitis, unspecified		0	0	ICD10 2019~I~A80-A89~A80
396	A81	2019	category		A80-A89	Atypical virus infections of central nervous system		5	0	ICD10 2019~I~A80-A89
397	A81.0	2019	category		A81	Creutzfeldt-Jakob disease		0	0	ICD10 2019~I~A80-A89~A81
398	A81.1	2019	category		A81	Subacute sclerosing panencephalitis		0	0	ICD10 2019~I~A80-A89~A81
399	A81.2	2019	category		A81	Progressive multifocal leukoencephalopathy		0	0	ICD10 2019~I~A80-A89~A81
400	A81.8	2019	category		A81	Other atypical virus infections of central nervous system		0	0	ICD10 2019~I~A80-A89~A81
401	A81.9	2019	category		A81	Atypical virus infection of central nervous system, unspecified		0	0	ICD10 2019~I~A80-A89~A81
402	A82	2019	category		A80-A89	Rabies		3	0	ICD10 2019~I~A80-A89
403	A82.0	2019	category		A82	Sylvatic rabies		0	0	ICD10 2019~I~A80-A89~A82
404	A82.1	2019	category		A82	Urban rabies		0	0	ICD10 2019~I~A80-A89~A82
405	A82.9	2019	category		A82	Rabies, unspecified		0	0	ICD10 2019~I~A80-A89~A82
406	A83	2019	category		A80-A89	Mosquito-borne viral encephalitis		9	0	ICD10 2019~I~A80-A89
407	A83.0	2019	category		A83	Japanese encephalitis		0	0	ICD10 2019~I~A80-A89~A83
408	A83.1	2019	category		A83	Western equine encephalitis		0	0	ICD10 2019~I~A80-A89~A83
409	A83.2	2019	category		A83	Eastern equine encephalitis		0	0	ICD10 2019~I~A80-A89~A83
410	A83.3	2019	category		A83	St Louis encephalitis		0	0	ICD10 2019~I~A80-A89~A83
411	A83.4	2019	category		A83	Australian encephalitis		0	0	ICD10 2019~I~A80-A89~A83
412	A83.5	2019	category		A83	California encephalitis		0	0	ICD10 2019~I~A80-A89~A83
413	A83.6	2019	category		A83	Rocio virus disease		0	0	ICD10 2019~I~A80-A89~A83
414	A83.8	2019	category		A83	Other mosquito-borne viral encephalitis		0	0	ICD10 2019~I~A80-A89~A83
415	A83.9	2019	category		A83	Mosquito-borne viral encephalitis, unspecified		0	0	ICD10 2019~I~A80-A89~A83
416	A84	2019	category		A80-A89	Tick-borne viral encephalitis		4	0	ICD10 2019~I~A80-A89
417	A84.0	2019	category		A84	Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis]		0	0	ICD10 2019~I~A80-A89~A84
418	A84.1	2019	category		A84	Central European tick-borne encephalitis		0	0	ICD10 2019~I~A80-A89~A84
419	A84.8	2019	category		A84	Other tick-borne viral encephalitis		0	0	ICD10 2019~I~A80-A89~A84
420	A84.9	2019	category		A84	Tick-borne viral encephalitis, unspecified		0	0	ICD10 2019~I~A80-A89~A84
421	A85	2019	category		A80-A89	Other viral encephalitis, not elsewhere classified		4	0	ICD10 2019~I~A80-A89
422	A85.0	2019	category	dagger	A85	Enteroviral encephalitis	G05.1*	0	0	ICD10 2019~I~A80-A89~A85
423	A85.1	2019	category	dagger	A85	Adenoviral encephalitis	G05.1*	0	0	ICD10 2019~I~A80-A89~A85
424	A85.2	2019	category		A85	Arthropod-borne viral encephalitis, unspecified		0	0	ICD10 2019~I~A80-A89~A85
425	A85.8	2019	category		A85	Other specified viral encephalitis		0	0	ICD10 2019~I~A80-A89~A85
426	A86	2019	category		A80-A89	Unspecified viral encephalitis		0	0	ICD10 2019~I~A80-A89
427	A87	2019	category		A80-A89	Viral meningitis		5	0	ICD10 2019~I~A80-A89
428	A87.0	2019	category	dagger	A87	Enteroviral meningitis	G02.0*	0	0	ICD10 2019~I~A80-A89~A87
429	A87.1	2019	category	dagger	A87	Adenoviral meningitis	G02.0*	0	0	ICD10 2019~I~A80-A89~A87
430	A87.2	2019	category		A87	Lymphocytic choriomeningitis		0	0	ICD10 2019~I~A80-A89~A87
431	A87.8	2019	category		A87	Other viral meningitis		0	0	ICD10 2019~I~A80-A89~A87
432	A87.9	2019	category		A87	Viral meningitis, unspecified		0	0	ICD10 2019~I~A80-A89~A87
433	A88	2019	category		A80-A89	Other viral infections of central nervous system, not elsewhere classified		3	0	ICD10 2019~I~A80-A89
434	A88.0	2019	category		A88	Enteroviral exanthematous fever [Boston exanthem]		0	0	ICD10 2019~I~A80-A89~A88
435	A88.1	2019	category		A88	Epidemic vertigo		0	0	ICD10 2019~I~A80-A89~A88
436	A88.8	2019	category		A88	Other specified viral infections of central nervous system		0	0	ICD10 2019~I~A80-A89~A88
437	A89	2019	category		A80-A89	Unspecified viral infection of central nervous system		0	0	ICD10 2019~I~A80-A89
438	A92-A99	2019	block		I	Arthropod-borne viral fevers and viral haemorrhagic fevers		8	0	ICD10 2019~I
439	A92	2019	category		A92-A99	Other mosquito-borne viral fevers		8	0	ICD10 2019~I~A92-A99
440	A92.0	2019	category		A92	Chikungunya virus disease		0	0	ICD10 2019~I~A92-A99~A92
441	A92.1	2019	category		A92	O'nyong-nyong fever		0	0	ICD10 2019~I~A92-A99~A92
442	A92.2	2019	category		A92	Venezuelan equine fever		0	0	ICD10 2019~I~A92-A99~A92
443	A92.3	2019	category		A92	West Nile virus infection		0	0	ICD10 2019~I~A92-A99~A92
444	A92.4	2019	category		A92	Rift Valley fever		0	0	ICD10 2019~I~A92-A99~A92
445	A92.5	2019	category		A92	Zika virus disease		0	0	ICD10 2019~I~A92-A99~A92
446	A92.8	2019	category		A92	Other specified mosquito-borne viral fevers		0	0	ICD10 2019~I~A92-A99~A92
447	A92.9	2019	category		A92	Mosquito-borne viral fever, unspecified		0	0	ICD10 2019~I~A92-A99~A92
448	A93	2019	category		A92-A99	Other arthropod-borne viral fevers, not elsewhere classified		4	0	ICD10 2019~I~A92-A99
449	A93.0	2019	category		A93	Oropouche virus disease		0	0	ICD10 2019~I~A92-A99~A93
450	A93.1	2019	category		A93	Sandfly fever		0	0	ICD10 2019~I~A92-A99~A93
451	A93.2	2019	category		A93	Colorado tick fever		0	0	ICD10 2019~I~A92-A99~A93
452	A93.8	2019	category		A93	Other specified arthropod-borne viral fevers		0	0	ICD10 2019~I~A92-A99~A93
453	A94	2019	category		A92-A99	Unspecified arthropod-borne viral fever		0	0	ICD10 2019~I~A92-A99
454	A95	2019	category		A92-A99	Yellow fever		3	0	ICD10 2019~I~A92-A99
455	A95.0	2019	category		A95	Sylvatic yellow fever		0	0	ICD10 2019~I~A92-A99~A95
456	A95.1	2019	category		A95	Urban yellow fever		0	0	ICD10 2019~I~A92-A99~A95
457	A95.9	2019	category		A95	Yellow fever, unspecified		0	0	ICD10 2019~I~A92-A99~A95
458	A96	2019	category		A92-A99	Arenaviral haemorrhagic fever		5	0	ICD10 2019~I~A92-A99
459	A96.0	2019	category		A96	Junin haemorrhagic fever		0	0	ICD10 2019~I~A92-A99~A96
460	A96.1	2019	category		A96	Machupo haemorrhagic fever		0	0	ICD10 2019~I~A92-A99~A96
461	A96.2	2019	category		A96	Lassa fever		0	0	ICD10 2019~I~A92-A99~A96
462	A96.8	2019	category		A96	Other arenaviral haemorrhagic fevers		0	0	ICD10 2019~I~A92-A99~A96
463	A96.9	2019	category		A96	Arenaviral haemorrhagic fever, unspecified		0	0	ICD10 2019~I~A92-A99~A96
464	A97	2019	category		A92-A99	Dengue		4	0	ICD10 2019~I~A92-A99
465	A97.0	2019	category		A97	Dengue without warning signs		0	0	ICD10 2019~I~A92-A99~A97
466	A97.1	2019	category		A97	Dengue with warning signs		0	0	ICD10 2019~I~A92-A99~A97
467	A97.2	2019	category		A97	Severe Dengue		0	0	ICD10 2019~I~A92-A99~A97
468	A97.9	2019	category		A97	Dengue, unspecified		0	0	ICD10 2019~I~A92-A99~A97
469	A98	2019	category		A92-A99	Other viral haemorrhagic fevers, not elsewhere classified		7	0	ICD10 2019~I~A92-A99
470	A98.0	2019	category		A98	Crimean-Congo haemorrhagic fever		0	0	ICD10 2019~I~A92-A99~A98
471	A98.1	2019	category		A98	Omsk haemorrhagic fever		0	0	ICD10 2019~I~A92-A99~A98
472	A98.2	2019	category		A98	Kyasanur Forest disease		0	0	ICD10 2019~I~A92-A99~A98
473	A98.3	2019	category		A98	Marburg virus disease		0	0	ICD10 2019~I~A92-A99~A98
474	A98.4	2019	category		A98	Ebola virus disease		0	0	ICD10 2019~I~A92-A99~A98
475	A98.5	2019	category		A98	Haemorrhagic fever with renal syndrome		0	0	ICD10 2019~I~A92-A99~A98
476	A98.8	2019	category		A98	Other specified viral haemorrhagic fevers		0	0	ICD10 2019~I~A92-A99~A98
477	A99	2019	category		A92-A99	Unspecified viral haemorrhagic fever		0	0	ICD10 2019~I~A92-A99
478	B00-B09	2019	block		I	Viral infections characterized by skin and mucous membrane lesions		10	0	ICD10 2019~I
479	B00	2019	category		B00-B09	Herpesviral [herpes simplex] infections		9	0	ICD10 2019~I~B00-B09
480	B00.0	2019	category		B00	Eczema herpeticum		0	0	ICD10 2019~I~B00-B09~B00
481	B00.1	2019	category		B00	Herpesviral vesicular dermatitis		0	0	ICD10 2019~I~B00-B09~B00
482	B00.2	2019	category		B00	Herpesviral gingivostomatitis and pharyngotonsillitis		0	0	ICD10 2019~I~B00-B09~B00
483	B00.3	2019	category	dagger	B00	Herpesviral meningitis	G02.0*	0	0	ICD10 2019~I~B00-B09~B00
484	B00.4	2019	category	dagger	B00	Herpesviral encephalitis	G05.1*	0	0	ICD10 2019~I~B00-B09~B00
485	B00.5	2019	category		B00	Herpesviral ocular disease		0	0	ICD10 2019~I~B00-B09~B00
486	B00.7	2019	category		B00	Disseminated herpesviral disease		0	0	ICD10 2019~I~B00-B09~B00
487	B00.8	2019	category		B00	Other forms of herpesviral infection		0	0	ICD10 2019~I~B00-B09~B00
488	B00.9	2019	category		B00	Herpesviral infection, unspecified		0	0	ICD10 2019~I~B00-B09~B00
489	B01	2019	category		B00-B09	Varicella [chickenpox]		5	0	ICD10 2019~I~B00-B09
